 beginning of the function, 19/12/2022 18:05:55
first 692, 19/12/2022 18:05:55
last 708, 19/12/2022 18:05:55
first 689, 19/12/2022 18:05:55
last 711, 19/12/2022 18:05:55
first 686, 19/12/2022 18:05:55
last 714, 19/12/2022 18:05:55
first 685, 19/12/2022 18:05:55
last 715, 19/12/2022 18:05:55
first 683, 19/12/2022 18:05:55
last 717, 19/12/2022 18:05:55
first 682, 19/12/2022 18:05:55
last 718, 19/12/2022 18:05:55
first 680, 19/12/2022 18:05:55
last 720, 19/12/2022 18:05:55
first 679, 19/12/2022 18:05:55
last 721, 19/12/2022 18:05:55
first 678, 19/12/2022 18:05:55
last 722, 19/12/2022 18:05:55
first 677, 19/12/2022 18:05:55
last 723, 19/12/2022 18:05:55
first 676, 19/12/2022 18:05:55
last 724, 19/12/2022 18:05:55
first 676, 19/12/2022 18:05:55
last 724, 19/12/2022 18:05:55
first 675, 19/12/2022 18:05:55
last 725, 19/12/2022 18:05:55
first 674, 19/12/2022 18:05:55
last 726, 19/12/2022 18:05:55
first 674, 19/12/2022 18:05:55
last 726, 19/12/2022 18:05:55
first 673, 19/12/2022 18:05:55
last 727, 19/12/2022 18:05:55
first 672, 19/12/2022 18:05:55
last 728, 19/12/2022 18:05:55
first 672, 19/12/2022 18:05:55
last 728, 19/12/2022 18:05:55
first 672, 19/12/2022 18:05:55
last 728, 19/12/2022 18:05:55
first 671, 19/12/2022 18:05:55
last 729, 19/12/2022 18:05:55
first 671, 19/12/2022 18:05:55
last 729, 19/12/2022 18:05:55
first 671, 19/12/2022 18:05:55
last 729, 19/12/2022 18:05:55
first 670, 19/12/2022 18:05:55
last 730, 19/12/2022 18:05:55
cx 700 cy 193, 19/12/2022 18:05:55
 beginning of the function, 19/12/2022 18:06:00
first 672, 19/12/2022 18:06:00
last 688, 19/12/2022 18:06:00
first 669, 19/12/2022 18:06:00
last 691, 19/12/2022 18:06:00
first 666, 19/12/2022 18:06:00
last 694, 19/12/2022 18:06:00
first 665, 19/12/2022 18:06:00
last 695, 19/12/2022 18:06:00
first 663, 19/12/2022 18:06:00
last 697, 19/12/2022 18:06:00
first 662, 19/12/2022 18:06:00
last 698, 19/12/2022 18:06:00
first 660, 19/12/2022 18:06:00
last 700, 19/12/2022 18:06:00
first 659, 19/12/2022 18:06:00
last 701, 19/12/2022 18:06:00
first 658, 19/12/2022 18:06:00
last 702, 19/12/2022 18:06:00
first 657, 19/12/2022 18:06:00
last 703, 19/12/2022 18:06:00
first 656, 19/12/2022 18:06:00
last 704, 19/12/2022 18:06:00
first 656, 19/12/2022 18:06:00
last 704, 19/12/2022 18:06:00
first 655, 19/12/2022 18:06:00
last 705, 19/12/2022 18:06:00
first 654, 19/12/2022 18:06:00
last 706, 19/12/2022 18:06:00
first 654, 19/12/2022 18:06:00
last 706, 19/12/2022 18:06:00
first 653, 19/12/2022 18:06:00
last 707, 19/12/2022 18:06:00
first 652, 19/12/2022 18:06:00
last 708, 19/12/2022 18:06:00
first 652, 19/12/2022 18:06:00
last 708, 19/12/2022 18:06:00
first 652, 19/12/2022 18:06:00
last 708, 19/12/2022 18:06:00
first 651, 19/12/2022 18:06:00
last 709, 19/12/2022 18:06:00
first 651, 19/12/2022 18:06:00
last 709, 19/12/2022 18:06:00
first 651, 19/12/2022 18:06:00
last 709, 19/12/2022 18:06:00
first 650, 19/12/2022 18:06:00
last 710, 19/12/2022 18:06:00
cx 680 cy 193, 19/12/2022 18:06:00
 beginning of the function, 19/12/2022 18:06:05
first 632, 19/12/2022 18:06:05
last 648, 19/12/2022 18:06:05
first 629, 19/12/2022 18:06:05
last 651, 19/12/2022 18:06:05
first 626, 19/12/2022 18:06:05
last 654, 19/12/2022 18:06:05
first 625, 19/12/2022 18:06:05
last 655, 19/12/2022 18:06:05
first 623, 19/12/2022 18:06:05
last 657, 19/12/2022 18:06:05
first 622, 19/12/2022 18:06:05
last 658, 19/12/2022 18:06:05
first 620, 19/12/2022 18:06:05
last 660, 19/12/2022 18:06:05
first 619, 19/12/2022 18:06:05
last 661, 19/12/2022 18:06:05
first 618, 19/12/2022 18:06:05
last 662, 19/12/2022 18:06:05
first 617, 19/12/2022 18:06:05
last 663, 19/12/2022 18:06:05
first 616, 19/12/2022 18:06:05
last 664, 19/12/2022 18:06:05
first 616, 19/12/2022 18:06:05
last 664, 19/12/2022 18:06:05
first 615, 19/12/2022 18:06:05
last 665, 19/12/2022 18:06:05
first 614, 19/12/2022 18:06:05
last 666, 19/12/2022 18:06:05
first 614, 19/12/2022 18:06:05
last 666, 19/12/2022 18:06:05
first 613, 19/12/2022 18:06:05
last 667, 19/12/2022 18:06:05
first 612, 19/12/2022 18:06:05
last 668, 19/12/2022 18:06:05
first 612, 19/12/2022 18:06:05
last 668, 19/12/2022 18:06:05
first 612, 19/12/2022 18:06:05
last 668, 19/12/2022 18:06:05
first 611, 19/12/2022 18:06:05
last 669, 19/12/2022 18:06:05
first 611, 19/12/2022 18:06:05
last 669, 19/12/2022 18:06:05
first 611, 19/12/2022 18:06:05
last 669, 19/12/2022 18:06:05
first 610, 19/12/2022 18:06:05
last 670, 19/12/2022 18:06:05
cx 640 cy 193, 19/12/2022 18:06:05
 beginning of the function, 19/12/2022 18:06:10
first 612, 19/12/2022 18:06:10
last 628, 19/12/2022 18:06:10
first 609, 19/12/2022 18:06:10
last 631, 19/12/2022 18:06:10
first 606, 19/12/2022 18:06:10
last 634, 19/12/2022 18:06:10
first 605, 19/12/2022 18:06:10
last 635, 19/12/2022 18:06:10
first 603, 19/12/2022 18:06:10
last 637, 19/12/2022 18:06:10
first 602, 19/12/2022 18:06:10
last 638, 19/12/2022 18:06:10
first 600, 19/12/2022 18:06:10
last 640, 19/12/2022 18:06:10
first 599, 19/12/2022 18:06:10
last 641, 19/12/2022 18:06:10
first 598, 19/12/2022 18:06:10
last 642, 19/12/2022 18:06:10
first 597, 19/12/2022 18:06:10
last 643, 19/12/2022 18:06:10
first 596, 19/12/2022 18:06:10
last 644, 19/12/2022 18:06:10
first 596, 19/12/2022 18:06:10
last 644, 19/12/2022 18:06:10
first 595, 19/12/2022 18:06:10
last 645, 19/12/2022 18:06:10
first 594, 19/12/2022 18:06:10
last 646, 19/12/2022 18:06:10
first 594, 19/12/2022 18:06:10
last 646, 19/12/2022 18:06:10
first 593, 19/12/2022 18:06:10
last 647, 19/12/2022 18:06:10
first 592, 19/12/2022 18:06:10
last 648, 19/12/2022 18:06:10
first 592, 19/12/2022 18:06:10
last 648, 19/12/2022 18:06:10
first 592, 19/12/2022 18:06:10
last 648, 19/12/2022 18:06:10
first 591, 19/12/2022 18:06:10
last 649, 19/12/2022 18:06:10
first 591, 19/12/2022 18:06:10
last 649, 19/12/2022 18:06:10
first 591, 19/12/2022 18:06:10
last 649, 19/12/2022 18:06:10
first 590, 19/12/2022 18:06:10
last 650, 19/12/2022 18:06:10
cx 620 cy 193, 19/12/2022 18:06:10
 beginning of the function, 19/12/2022 18:06:15
first 592, 19/12/2022 18:06:15
last 608, 19/12/2022 18:06:15
first 589, 19/12/2022 18:06:15
last 611, 19/12/2022 18:06:15
first 586, 19/12/2022 18:06:15
last 614, 19/12/2022 18:06:15
first 585, 19/12/2022 18:06:15
last 615, 19/12/2022 18:06:15
first 583, 19/12/2022 18:06:15
last 617, 19/12/2022 18:06:15
first 582, 19/12/2022 18:06:15
last 618, 19/12/2022 18:06:15
first 580, 19/12/2022 18:06:15
last 620, 19/12/2022 18:06:15
first 579, 19/12/2022 18:06:15
last 621, 19/12/2022 18:06:15
first 578, 19/12/2022 18:06:15
last 622, 19/12/2022 18:06:15
first 577, 19/12/2022 18:06:15
last 623, 19/12/2022 18:06:15
first 576, 19/12/2022 18:06:15
last 624, 19/12/2022 18:06:15
first 576, 19/12/2022 18:06:15
last 624, 19/12/2022 18:06:15
first 575, 19/12/2022 18:06:15
last 625, 19/12/2022 18:06:15
first 574, 19/12/2022 18:06:15
last 626, 19/12/2022 18:06:15
first 574, 19/12/2022 18:06:15
last 626, 19/12/2022 18:06:15
first 573, 19/12/2022 18:06:15
last 627, 19/12/2022 18:06:15
first 572, 19/12/2022 18:06:15
last 628, 19/12/2022 18:06:15
first 572, 19/12/2022 18:06:15
last 628, 19/12/2022 18:06:15
first 572, 19/12/2022 18:06:15
last 628, 19/12/2022 18:06:15
first 571, 19/12/2022 18:06:15
last 629, 19/12/2022 18:06:15
first 571, 19/12/2022 18:06:15
last 629, 19/12/2022 18:06:15
first 571, 19/12/2022 18:06:15
last 629, 19/12/2022 18:06:15
first 570, 19/12/2022 18:06:15
last 630, 19/12/2022 18:06:15
cx 600 cy 193, 19/12/2022 18:06:15
 beginning of the function, 19/12/2022 18:06:20
first 572, 19/12/2022 18:06:20
last 588, 19/12/2022 18:06:20
first 569, 19/12/2022 18:06:20
last 591, 19/12/2022 18:06:20
first 566, 19/12/2022 18:06:20
last 594, 19/12/2022 18:06:20
first 565, 19/12/2022 18:06:20
last 595, 19/12/2022 18:06:20
first 563, 19/12/2022 18:06:20
last 597, 19/12/2022 18:06:20
first 562, 19/12/2022 18:06:20
last 598, 19/12/2022 18:06:20
first 560, 19/12/2022 18:06:20
last 600, 19/12/2022 18:06:20
first 559, 19/12/2022 18:06:20
last 601, 19/12/2022 18:06:20
first 558, 19/12/2022 18:06:20
last 602, 19/12/2022 18:06:20
first 557, 19/12/2022 18:06:20
last 603, 19/12/2022 18:06:20
first 556, 19/12/2022 18:06:20
last 604, 19/12/2022 18:06:20
first 556, 19/12/2022 18:06:20
last 604, 19/12/2022 18:06:20
first 555, 19/12/2022 18:06:20
last 605, 19/12/2022 18:06:20
first 554, 19/12/2022 18:06:20
last 606, 19/12/2022 18:06:20
first 554, 19/12/2022 18:06:20
last 606, 19/12/2022 18:06:20
first 553, 19/12/2022 18:06:20
last 607, 19/12/2022 18:06:20
first 552, 19/12/2022 18:06:20
last 608, 19/12/2022 18:06:20
first 552, 19/12/2022 18:06:20
last 608, 19/12/2022 18:06:20
first 552, 19/12/2022 18:06:20
last 608, 19/12/2022 18:06:20
first 551, 19/12/2022 18:06:20
last 609, 19/12/2022 18:06:20
first 551, 19/12/2022 18:06:20
last 609, 19/12/2022 18:06:20
first 551, 19/12/2022 18:06:20
last 609, 19/12/2022 18:06:20
first 550, 19/12/2022 18:06:20
last 610, 19/12/2022 18:06:20
cx 580 cy 193, 19/12/2022 18:06:20
 beginning of the function, 19/12/2022 18:06:25
first 572, 19/12/2022 18:06:25
last 588, 19/12/2022 18:06:25
first 569, 19/12/2022 18:06:25
last 591, 19/12/2022 18:06:25
first 566, 19/12/2022 18:06:25
last 594, 19/12/2022 18:06:25
first 565, 19/12/2022 18:06:25
last 595, 19/12/2022 18:06:25
first 563, 19/12/2022 18:06:25
last 597, 19/12/2022 18:06:25
first 562, 19/12/2022 18:06:25
last 598, 19/12/2022 18:06:25
first 560, 19/12/2022 18:06:25
last 600, 19/12/2022 18:06:25
first 559, 19/12/2022 18:06:25
last 601, 19/12/2022 18:06:25
first 558, 19/12/2022 18:06:25
last 602, 19/12/2022 18:06:25
first 557, 19/12/2022 18:06:25
last 603, 19/12/2022 18:06:25
first 556, 19/12/2022 18:06:25
last 604, 19/12/2022 18:06:25
first 556, 19/12/2022 18:06:25
last 604, 19/12/2022 18:06:25
first 555, 19/12/2022 18:06:25
last 605, 19/12/2022 18:06:25
first 554, 19/12/2022 18:06:25
last 606, 19/12/2022 18:06:25
first 554, 19/12/2022 18:06:25
last 606, 19/12/2022 18:06:25
first 553, 19/12/2022 18:06:25
last 607, 19/12/2022 18:06:25
first 552, 19/12/2022 18:06:25
last 608, 19/12/2022 18:06:25
first 552, 19/12/2022 18:06:25
last 608, 19/12/2022 18:06:25
first 552, 19/12/2022 18:06:25
last 608, 19/12/2022 18:06:25
first 551, 19/12/2022 18:06:25
last 609, 19/12/2022 18:06:25
first 551, 19/12/2022 18:06:25
last 609, 19/12/2022 18:06:25
first 551, 19/12/2022 18:06:25
last 609, 19/12/2022 18:06:25
first 550, 19/12/2022 18:06:25
last 610, 19/12/2022 18:06:25
cx 580 cy 213, 19/12/2022 18:06:25
 beginning of the function, 19/12/2022 18:06:30
first 532, 19/12/2022 18:06:30
last 548, 19/12/2022 18:06:30
first 529, 19/12/2022 18:06:30
last 551, 19/12/2022 18:06:30
first 526, 19/12/2022 18:06:30
last 554, 19/12/2022 18:06:30
first 525, 19/12/2022 18:06:30
last 555, 19/12/2022 18:06:30
first 523, 19/12/2022 18:06:30
last 557, 19/12/2022 18:06:30
first 522, 19/12/2022 18:06:30
last 558, 19/12/2022 18:06:30
first 520, 19/12/2022 18:06:30
last 560, 19/12/2022 18:06:30
first 519, 19/12/2022 18:06:30
last 561, 19/12/2022 18:06:30
first 518, 19/12/2022 18:06:30
last 562, 19/12/2022 18:06:30
first 517, 19/12/2022 18:06:30
last 563, 19/12/2022 18:06:30
first 516, 19/12/2022 18:06:30
last 564, 19/12/2022 18:06:30
first 516, 19/12/2022 18:06:30
last 564, 19/12/2022 18:06:30
first 515, 19/12/2022 18:06:30
last 565, 19/12/2022 18:06:30
first 514, 19/12/2022 18:06:30
last 566, 19/12/2022 18:06:30
first 514, 19/12/2022 18:06:30
last 566, 19/12/2022 18:06:30
first 513, 19/12/2022 18:06:30
last 567, 19/12/2022 18:06:30
first 512, 19/12/2022 18:06:30
last 568, 19/12/2022 18:06:30
first 512, 19/12/2022 18:06:30
last 568, 19/12/2022 18:06:30
first 512, 19/12/2022 18:06:30
last 568, 19/12/2022 18:06:30
first 511, 19/12/2022 18:06:30
last 569, 19/12/2022 18:06:30
first 511, 19/12/2022 18:06:30
last 569, 19/12/2022 18:06:30
first 511, 19/12/2022 18:06:30
last 569, 19/12/2022 18:06:30
first 510, 19/12/2022 18:06:30
last 570, 19/12/2022 18:06:30
cx 540 cy 213, 19/12/2022 18:06:30
 beginning of the function, 19/12/2022 18:06:35
first 532, 19/12/2022 18:06:35
last 548, 19/12/2022 18:06:35
first 529, 19/12/2022 18:06:35
last 551, 19/12/2022 18:06:35
first 526, 19/12/2022 18:06:35
last 554, 19/12/2022 18:06:35
first 525, 19/12/2022 18:06:35
last 555, 19/12/2022 18:06:35
first 523, 19/12/2022 18:06:35
last 557, 19/12/2022 18:06:35
first 522, 19/12/2022 18:06:35
last 558, 19/12/2022 18:06:35
first 520, 19/12/2022 18:06:35
last 560, 19/12/2022 18:06:35
first 519, 19/12/2022 18:06:35
last 561, 19/12/2022 18:06:35
first 518, 19/12/2022 18:06:35
last 562, 19/12/2022 18:06:35
first 517, 19/12/2022 18:06:35
last 563, 19/12/2022 18:06:35
first 516, 19/12/2022 18:06:35
last 564, 19/12/2022 18:06:35
first 516, 19/12/2022 18:06:35
last 564, 19/12/2022 18:06:35
first 515, 19/12/2022 18:06:35
last 565, 19/12/2022 18:06:35
first 514, 19/12/2022 18:06:35
last 566, 19/12/2022 18:06:35
first 514, 19/12/2022 18:06:35
last 566, 19/12/2022 18:06:35
first 513, 19/12/2022 18:06:35
last 567, 19/12/2022 18:06:35
first 512, 19/12/2022 18:06:35
last 568, 19/12/2022 18:06:35
first 512, 19/12/2022 18:06:35
last 568, 19/12/2022 18:06:35
first 512, 19/12/2022 18:06:35
last 568, 19/12/2022 18:06:35
first 511, 19/12/2022 18:06:35
last 569, 19/12/2022 18:06:35
first 511, 19/12/2022 18:06:35
last 569, 19/12/2022 18:06:35
first 511, 19/12/2022 18:06:35
last 569, 19/12/2022 18:06:35
first 510, 19/12/2022 18:06:35
last 570, 19/12/2022 18:06:35
cx 540 cy 213, 19/12/2022 18:06:35
 beginning of the function, 19/12/2022 18:06:40
first 532, 19/12/2022 18:06:40
last 548, 19/12/2022 18:06:40
first 529, 19/12/2022 18:06:40
last 551, 19/12/2022 18:06:40
first 526, 19/12/2022 18:06:40
last 554, 19/12/2022 18:06:40
first 525, 19/12/2022 18:06:40
last 555, 19/12/2022 18:06:40
first 523, 19/12/2022 18:06:40
last 557, 19/12/2022 18:06:40
first 522, 19/12/2022 18:06:40
last 558, 19/12/2022 18:06:40
first 520, 19/12/2022 18:06:40
last 560, 19/12/2022 18:06:40
first 519, 19/12/2022 18:06:40
last 561, 19/12/2022 18:06:40
first 518, 19/12/2022 18:06:40
last 562, 19/12/2022 18:06:40
first 517, 19/12/2022 18:06:40
last 563, 19/12/2022 18:06:40
first 516, 19/12/2022 18:06:40
last 564, 19/12/2022 18:06:40
first 516, 19/12/2022 18:06:40
last 564, 19/12/2022 18:06:40
first 515, 19/12/2022 18:06:40
last 565, 19/12/2022 18:06:40
first 514, 19/12/2022 18:06:40
last 566, 19/12/2022 18:06:40
first 514, 19/12/2022 18:06:40
last 566, 19/12/2022 18:06:40
first 513, 19/12/2022 18:06:40
last 567, 19/12/2022 18:06:40
first 512, 19/12/2022 18:06:40
last 568, 19/12/2022 18:06:40
first 512, 19/12/2022 18:06:40
last 568, 19/12/2022 18:06:40
first 512, 19/12/2022 18:06:40
last 568, 19/12/2022 18:06:40
first 511, 19/12/2022 18:06:40
last 569, 19/12/2022 18:06:40
first 511, 19/12/2022 18:06:40
last 569, 19/12/2022 18:06:40
first 511, 19/12/2022 18:06:40
last 569, 19/12/2022 18:06:40
first 510, 19/12/2022 18:06:40
last 570, 19/12/2022 18:06:40
cx 540 cy 213, 19/12/2022 18:06:40
 beginning of the function, 19/12/2022 18:06:46
first 532, 19/12/2022 18:06:46
last 548, 19/12/2022 18:06:46
first 529, 19/12/2022 18:06:46
last 551, 19/12/2022 18:06:46
first 526, 19/12/2022 18:06:46
last 554, 19/12/2022 18:06:46
first 525, 19/12/2022 18:06:46
last 555, 19/12/2022 18:06:46
first 523, 19/12/2022 18:06:46
last 557, 19/12/2022 18:06:46
first 522, 19/12/2022 18:06:46
last 558, 19/12/2022 18:06:46
first 520, 19/12/2022 18:06:46
last 560, 19/12/2022 18:06:46
first 519, 19/12/2022 18:06:46
last 561, 19/12/2022 18:06:46
first 518, 19/12/2022 18:06:46
last 562, 19/12/2022 18:06:46
first 517, 19/12/2022 18:06:46
last 563, 19/12/2022 18:06:46
first 516, 19/12/2022 18:06:46
last 564, 19/12/2022 18:06:46
first 516, 19/12/2022 18:06:46
last 564, 19/12/2022 18:06:46
first 515, 19/12/2022 18:06:46
last 565, 19/12/2022 18:06:46
first 514, 19/12/2022 18:06:46
last 566, 19/12/2022 18:06:46
first 514, 19/12/2022 18:06:46
last 566, 19/12/2022 18:06:46
first 513, 19/12/2022 18:06:46
last 567, 19/12/2022 18:06:46
first 512, 19/12/2022 18:06:46
last 568, 19/12/2022 18:06:46
first 512, 19/12/2022 18:06:46
last 568, 19/12/2022 18:06:46
first 512, 19/12/2022 18:06:46
last 568, 19/12/2022 18:06:46
first 511, 19/12/2022 18:06:46
last 569, 19/12/2022 18:06:46
first 511, 19/12/2022 18:06:46
last 569, 19/12/2022 18:06:46
first 511, 19/12/2022 18:06:46
last 569, 19/12/2022 18:06:46
first 510, 19/12/2022 18:06:46
last 570, 19/12/2022 18:06:46
cx 540 cy 213, 19/12/2022 18:06:46
 beginning of the function, 19/12/2022 18:06:51
first 532, 19/12/2022 18:06:51
last 548, 19/12/2022 18:06:51
first 529, 19/12/2022 18:06:51
last 551, 19/12/2022 18:06:51
first 526, 19/12/2022 18:06:51
last 554, 19/12/2022 18:06:51
first 525, 19/12/2022 18:06:51
last 555, 19/12/2022 18:06:51
first 523, 19/12/2022 18:06:51
last 557, 19/12/2022 18:06:51
first 522, 19/12/2022 18:06:51
last 558, 19/12/2022 18:06:51
first 520, 19/12/2022 18:06:51
last 560, 19/12/2022 18:06:51
first 519, 19/12/2022 18:06:51
last 561, 19/12/2022 18:06:51
first 518, 19/12/2022 18:06:51
last 562, 19/12/2022 18:06:51
first 517, 19/12/2022 18:06:51
last 563, 19/12/2022 18:06:51
first 516, 19/12/2022 18:06:51
last 564, 19/12/2022 18:06:51
first 516, 19/12/2022 18:06:51
last 564, 19/12/2022 18:06:51
first 515, 19/12/2022 18:06:51
last 565, 19/12/2022 18:06:51
first 514, 19/12/2022 18:06:51
last 566, 19/12/2022 18:06:51
first 514, 19/12/2022 18:06:51
last 566, 19/12/2022 18:06:51
first 513, 19/12/2022 18:06:51
last 567, 19/12/2022 18:06:51
first 512, 19/12/2022 18:06:51
last 568, 19/12/2022 18:06:51
first 512, 19/12/2022 18:06:51
last 568, 19/12/2022 18:06:51
first 512, 19/12/2022 18:06:51
last 568, 19/12/2022 18:06:51
first 511, 19/12/2022 18:06:51
last 569, 19/12/2022 18:06:51
first 511, 19/12/2022 18:06:51
last 569, 19/12/2022 18:06:51
first 511, 19/12/2022 18:06:51
last 569, 19/12/2022 18:06:51
first 510, 19/12/2022 18:06:51
last 570, 19/12/2022 18:06:51
cx 540 cy 213, 19/12/2022 18:06:51
 beginning of the function, 19/12/2022 18:06:56
first 532, 19/12/2022 18:06:56
last 548, 19/12/2022 18:06:56
first 529, 19/12/2022 18:06:56
last 551, 19/12/2022 18:06:56
first 526, 19/12/2022 18:06:56
last 554, 19/12/2022 18:06:56
first 525, 19/12/2022 18:06:56
last 555, 19/12/2022 18:06:56
first 523, 19/12/2022 18:06:56
last 557, 19/12/2022 18:06:56
first 522, 19/12/2022 18:06:56
last 558, 19/12/2022 18:06:56
first 520, 19/12/2022 18:06:56
last 560, 19/12/2022 18:06:56
first 519, 19/12/2022 18:06:56
last 561, 19/12/2022 18:06:56
first 518, 19/12/2022 18:06:56
last 562, 19/12/2022 18:06:56
first 517, 19/12/2022 18:06:56
last 563, 19/12/2022 18:06:56
first 516, 19/12/2022 18:06:56
last 564, 19/12/2022 18:06:56
first 516, 19/12/2022 18:06:56
last 564, 19/12/2022 18:06:56
first 515, 19/12/2022 18:06:56
last 565, 19/12/2022 18:06:56
first 514, 19/12/2022 18:06:56
last 566, 19/12/2022 18:06:56
first 514, 19/12/2022 18:06:56
last 566, 19/12/2022 18:06:56
first 513, 19/12/2022 18:06:56
last 567, 19/12/2022 18:06:56
first 512, 19/12/2022 18:06:56
last 568, 19/12/2022 18:06:56
first 512, 19/12/2022 18:06:56
last 568, 19/12/2022 18:06:56
first 512, 19/12/2022 18:06:56
last 568, 19/12/2022 18:06:56
first 511, 19/12/2022 18:06:56
last 569, 19/12/2022 18:06:56
first 511, 19/12/2022 18:06:56
last 569, 19/12/2022 18:06:56
first 511, 19/12/2022 18:06:56
last 569, 19/12/2022 18:06:56
first 510, 19/12/2022 18:06:56
last 570, 19/12/2022 18:06:56
cx 540 cy 213, 19/12/2022 18:06:56
 beginning of the function, 19/12/2022 18:07:01
first 532, 19/12/2022 18:07:01
last 548, 19/12/2022 18:07:01
first 529, 19/12/2022 18:07:01
last 551, 19/12/2022 18:07:01
first 526, 19/12/2022 18:07:01
last 554, 19/12/2022 18:07:01
first 525, 19/12/2022 18:07:01
last 555, 19/12/2022 18:07:01
first 523, 19/12/2022 18:07:01
last 557, 19/12/2022 18:07:01
first 522, 19/12/2022 18:07:01
last 558, 19/12/2022 18:07:01
first 520, 19/12/2022 18:07:01
last 560, 19/12/2022 18:07:01
first 519, 19/12/2022 18:07:01
last 561, 19/12/2022 18:07:01
first 518, 19/12/2022 18:07:01
last 562, 19/12/2022 18:07:01
first 517, 19/12/2022 18:07:01
last 563, 19/12/2022 18:07:01
first 516, 19/12/2022 18:07:01
last 564, 19/12/2022 18:07:01
first 516, 19/12/2022 18:07:01
last 564, 19/12/2022 18:07:01
first 515, 19/12/2022 18:07:01
last 565, 19/12/2022 18:07:01
first 514, 19/12/2022 18:07:01
last 566, 19/12/2022 18:07:01
first 514, 19/12/2022 18:07:01
last 566, 19/12/2022 18:07:01
first 513, 19/12/2022 18:07:01
last 567, 19/12/2022 18:07:01
first 512, 19/12/2022 18:07:01
last 568, 19/12/2022 18:07:01
first 512, 19/12/2022 18:07:01
last 568, 19/12/2022 18:07:01
first 512, 19/12/2022 18:07:01
last 568, 19/12/2022 18:07:01
first 511, 19/12/2022 18:07:01
last 569, 19/12/2022 18:07:01
first 511, 19/12/2022 18:07:01
last 569, 19/12/2022 18:07:01
first 511, 19/12/2022 18:07:01
last 569, 19/12/2022 18:07:01
first 510, 19/12/2022 18:07:01
last 570, 19/12/2022 18:07:01
cx 540 cy 213, 19/12/2022 18:07:01
 beginning of the function, 19/12/2022 18:07:06
first 532, 19/12/2022 18:07:06
last 548, 19/12/2022 18:07:06
first 529, 19/12/2022 18:07:06
last 551, 19/12/2022 18:07:06
first 526, 19/12/2022 18:07:06
last 554, 19/12/2022 18:07:06
first 525, 19/12/2022 18:07:06
last 555, 19/12/2022 18:07:06
first 523, 19/12/2022 18:07:06
last 557, 19/12/2022 18:07:06
first 522, 19/12/2022 18:07:06
last 558, 19/12/2022 18:07:06
first 520, 19/12/2022 18:07:06
last 560, 19/12/2022 18:07:06
first 519, 19/12/2022 18:07:06
last 561, 19/12/2022 18:07:06
first 518, 19/12/2022 18:07:06
last 562, 19/12/2022 18:07:06
first 517, 19/12/2022 18:07:06
last 563, 19/12/2022 18:07:06
first 516, 19/12/2022 18:07:06
last 564, 19/12/2022 18:07:06
first 516, 19/12/2022 18:07:06
last 564, 19/12/2022 18:07:06
first 515, 19/12/2022 18:07:06
last 565, 19/12/2022 18:07:06
first 514, 19/12/2022 18:07:06
last 566, 19/12/2022 18:07:06
first 514, 19/12/2022 18:07:06
last 566, 19/12/2022 18:07:06
first 513, 19/12/2022 18:07:06
last 567, 19/12/2022 18:07:06
first 512, 19/12/2022 18:07:06
last 568, 19/12/2022 18:07:06
first 512, 19/12/2022 18:07:06
last 568, 19/12/2022 18:07:06
first 512, 19/12/2022 18:07:06
last 568, 19/12/2022 18:07:06
first 511, 19/12/2022 18:07:06
last 569, 19/12/2022 18:07:06
first 511, 19/12/2022 18:07:06
last 569, 19/12/2022 18:07:06
first 511, 19/12/2022 18:07:06
last 569, 19/12/2022 18:07:06
first 510, 19/12/2022 18:07:06
last 570, 19/12/2022 18:07:06
cx 540 cy 213, 19/12/2022 18:07:06
 beginning of the function, 19/12/2022 18:07:11
first 532, 19/12/2022 18:07:11
last 548, 19/12/2022 18:07:11
first 529, 19/12/2022 18:07:11
last 551, 19/12/2022 18:07:11
first 526, 19/12/2022 18:07:11
last 554, 19/12/2022 18:07:11
first 525, 19/12/2022 18:07:11
last 555, 19/12/2022 18:07:11
first 523, 19/12/2022 18:07:11
last 557, 19/12/2022 18:07:11
first 522, 19/12/2022 18:07:11
last 558, 19/12/2022 18:07:11
first 520, 19/12/2022 18:07:11
last 560, 19/12/2022 18:07:11
first 519, 19/12/2022 18:07:11
last 561, 19/12/2022 18:07:11
first 518, 19/12/2022 18:07:11
last 562, 19/12/2022 18:07:11
first 517, 19/12/2022 18:07:11
last 563, 19/12/2022 18:07:11
first 516, 19/12/2022 18:07:11
last 564, 19/12/2022 18:07:11
first 516, 19/12/2022 18:07:11
last 564, 19/12/2022 18:07:11
first 515, 19/12/2022 18:07:11
last 565, 19/12/2022 18:07:11
first 514, 19/12/2022 18:07:11
last 566, 19/12/2022 18:07:11
first 514, 19/12/2022 18:07:11
last 566, 19/12/2022 18:07:11
first 513, 19/12/2022 18:07:11
last 567, 19/12/2022 18:07:11
first 512, 19/12/2022 18:07:11
last 568, 19/12/2022 18:07:11
first 512, 19/12/2022 18:07:11
last 568, 19/12/2022 18:07:11
first 512, 19/12/2022 18:07:11
last 568, 19/12/2022 18:07:11
first 511, 19/12/2022 18:07:11
last 569, 19/12/2022 18:07:11
first 511, 19/12/2022 18:07:11
last 569, 19/12/2022 18:07:11
first 511, 19/12/2022 18:07:11
last 569, 19/12/2022 18:07:11
first 510, 19/12/2022 18:07:11
last 570, 19/12/2022 18:07:11
cx 540 cy 213, 19/12/2022 18:07:11
